"Date","Team1","Team2","Toss_Winner","Toss_Decision","Venue","Run1","Over1","Wicket1","Run2","Over2","Wicket2","Winner","Winnerby","Margin"
"2007-01-16","England","New Zealand","New Zealand","bat","Bellerive Oval","205","49.6","8","206","49.5","7","England","wickets","3"
"2014-05-22","England","Sri Lanka","Sri Lanka","field","Kennington Oval","247","38.6","6","144","27.5","10","England","runs","81"
"2015-03-08","New Zealand","Afghanistan","Afghanistan","bat","McLean Park","186","47.4","10","188","36.1","4","New Zealand","wickets","6"
"2016-09-01","England","Pakistan","Pakistan","bat","Headingley","247","49.6","8","252","47.6","6","England","wickets","4"
"2009-03-08","New Zealand","India","New Zealand","field","AMI Stadium","392","49.6","5","334","45.1","10","India","runs","58"
"2014-08-30","Sri Lanka","Pakistan","Pakistan","bat","Rangiri Dambulla International Stadium","102","32.1","10","104","18.2","3","Sri Lanka","wickets","7"
"2014-10-11","India","West Indies","India","bat","Feroz Shah Kotla","263","49.6","7","215","46.3","10","India","runs","48"
"2007-02-02","Australia","England","England","bat","Sydney Cricket Ground","292","49.6","7","200","38.5","10","England","runs","92"
"2007-10-20","Kenya","Canada","Canada","bat","Gymkhana Club Ground","189","47.1","10","193","43.1","6","Kenya","wickets","4"
"2015-03-01","England","Sri Lanka","England","bat","Westpac Stadium","309","49.8","6","312","47.3","1","Sri Lanka","wickets","9"
"2016-01-12","Australia","India","India","bat","Western Australia Cricket Association Ground","309","49.6","3","310","49.3","5","Australia","wickets","5"
"2013-12-22","Pakistan","Sri Lanka","Sri Lanka","field","Sharjah Cricket Stadium","326","49.6","5","213","44.4","10","Pakistan","runs","113"
"2015-09-11","England","Australia","Australia","bat","Headingley","299","49.6","7","304","48.2","7","England","wickets","3"
"2006-07-01","England","Sri Lanka","England","bat","Headingley","321","49.6","7","324","37.3","2","Sri Lanka","wickets","8"
"2008-02-01","South Africa","West Indies","West Indies","bat","Kingsmead","263","49.7","10","266","47.5","5","South Africa","wickets","5"
"2011-02-03","Sri Lanka","West Indies","Sri Lanka","field","Sinhalese Sports Club Ground","203","49.6","10","199","42.3","2","Sri Lanka","wickets","8"
"2013-03-21","South Africa","Pakistan","South Africa","bat","Kingsmead","234","49.6","10","236","48.4","7","Pakistan","wickets","3"
"2016-06-29","England","Sri Lanka","England","field","Kennington Oval","305","41.7","5","309","40.1","4","England","wickets","6"
"2008-07-06","India","Sri Lanka","India","field","National Stadium","273","49.5","10","173","39.3","10","Sri Lanka","runs","100"
"2010-09-10","England","Pakistan","Pakistan","field","Riverside Ground","274","40.6","6","250","40.6","10","England","runs","24"
"2013-07-09","India","Sri Lanka","Sri Lanka","field","Queen's Park Oval, Port of Spain","119","28.6","3","96","24.4","10","India","runs","81"
"2008-11-30","Zimbabwe","Sri Lanka","Zimbabwe","field","Harare Sports Club","152","48.5","10","133","43.6","10","Sri Lanka","runs","19"
"2015-01-18","South Africa","West Indies","West Indies","field","New Wanderers Stadium","439","49.6","2","291","49.7","7","South Africa","runs","148"
"2007-08-22","Zimbabwe","South Africa","Zimbabwe","bat","Queens Sports Club","206","49.6","10","210","46.5","5","South Africa","wickets","5"
"2009-03-20","West Indies","England","England","bat","Providence Stadium","270","49.6","7","244","46.3","6","England","runs","1"
"2014-11-23","Bangladesh","Zimbabwe","Bangladesh","bat","Zahur Ahmed Chowdhury Stadium","251","49.6","7","183","44.6","10","Bangladesh","runs","68"
"2014-11-13","India","Sri Lanka","India","bat","Eden Gardens","404","49.6","4","251","43.1","10","India","runs","153"
"2008-08-29","Sri Lanka","India","Sri Lanka","bat","R Premadasa Stadium","227","49.6","6","103","26.3","10","Sri Lanka","runs","112"
"2015-03-07","Pakistan","South Africa","South Africa","field","Eden Park","222","46.4","10","202","33.3","10","Pakistan","runs","29"
"2009-02-03","Sri Lanka","India","India","bat","R Premadasa Stadium","363","49.6","5","216","41.4","10","India","runs","147"
"2006-11-27","Bermuda","Canada","Canada","field","Sedgars Park","235","49.6","8","239","47.6","5","Canada","wickets","5"
"2014-06-17","Bangladesh","India","Bangladesh","field","Shere Bangla National Stadium","105","25.3","10","58","17.4","10","India","runs","47"
"2006-06-28","England","Sri Lanka","Sri Lanka","bat","Old Trafford","318","49.7","7","285","48.5","10","Sri Lanka","runs","33"
"2014-11-11","Australia","West Indies","Australia","field","Hurstville Oval","240","49.6","8","241","49.4","7","Australia","wickets","3"
"2012-06-09","Sri Lanka","Pakistan","Sri Lanka","bat","Pallekele International Cricket Stadium","280","49.6","4","204","46.2","10","Sri Lanka","runs","76"
"2012-07-05","England","India","England","field","County Ground","173","49.7","5","177","47.2","7","England","wickets","3"
"2015-06-18","Bangladesh","India","Bangladesh","bat","Shere Bangla National Stadium","307","49.4","10","228","45.6","10","Bangladesh","runs","79"
"2011-01-15","South Africa","India","India","bat","New Wanderers Stadium","190","47.2","10","189","42.6","10","India","runs","1"
"2010-06-17","Ireland","Australia","Australia","bat","Clontarf Cricket Club Ground","231","49.6","8","192","41.6","10","Australia","runs","39"
"2006-12-28","New Zealand","Sri Lanka","New Zealand","bat","McLean Park","285","49.6","8","289","39.6","3","Sri Lanka","wickets","7"
"2006-10-29","India","Australia","India","bat","Punjab Cricket Association Stadium, Mohali","249","49.6","7","252","45.5","4","Australia","wickets","6"
"2007-01-26","Australia","England","England","bat","Adelaide Oval","110","34.3","10","111","24.3","1","Australia","wickets","9"
"2008-02-22","Australia","Sri Lanka","Sri Lanka","field","Melbourne Cricket Ground","184","49.6","7","77","29.3","4","Australia","runs","24"
"2013-05-31","England","New Zealand","New Zealand","field","Lord's","227","49.6","8","231","46.5","5","New Zealand","wickets","5"
"2015-11-03","New Zealand","Sri Lanka","Sri Lanka","field","Bert Sutcliffe Oval","283","49.6","8","187","49.6","10","New Zealand","runs","96"
"2007-01-28","Australia","New Zealand","Australia","bat","Western Australia Cricket Association Ground","343","49.6","5","335","49.6","5","Australia","runs","8"
"2014-08-21","England","India","England","field","North Marine Road Ground","193","46.6","8","153","30.1","3","England","runs","42"
"2011-02-20","Sri Lanka","Canada","Sri Lanka","bat","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa","332","49.6","7","122","36.6","10","Sri Lanka","runs","210"
"2009-03-27","West Indies","England","West Indies","field","Kensington Oval, Bridgetown","117","41.3","10","117","14.4","2","West Indies","wickets","8"
"2014-07-06","Sri Lanka","South Africa","South Africa","bat","R Premadasa Stadium","304","49.7","5","229","40.3","10","South Africa","runs","75"
"2011-10-22","Zimbabwe","New Zealand","New Zealand","field","Harare Sports Club","259","49.6","8","261","48.2","6","New Zealand","wickets","4"
"2016-06-13","West Indies","Australia","West Indies","field","Warner Park, Basseterre","265","49.7","7","266","45.4","6","West Indies","wickets","4"
"2016-08-14","Scotland","United Arab Emirates","United Arab Emirates","field","Grange Cricket Club Ground, Raeburn Place","327","49.6","5","229","43.3","10","Scotland","runs","98"
"2016-06-11","Zimbabwe","India","India","field","Harare Sports Club","168","49.5","10","173","42.3","1","India","wickets","9"
"2011-07-01","England","Sri Lanka","England","field","Headingley","309","49.6","5","240","45.5","10","Sri Lanka","runs","69"
"2016-06-24","West Indies","South Africa","South Africa","field","Kensington Oval, Bridgetown","285","49.6","10","185","45.6","10","West Indies","runs","100"
"2007-07-23","Sri Lanka","Bangladesh","Sri Lanka","field","R Premadasa Stadium","137","46.5","10","141","31.1","5","Sri Lanka","wickets","5"
"2016-06-15","Zimbabwe","India","Zimbabwe","bat","Harare Sports Club","123","42.3","10","126","21.5","0","India","wickets","10"
"2008-11-24","Zimbabwe","Sri Lanka","Zimbabwe","field","Harare Sports Club","171","27.6","6","166","27.6","6","Sri Lanka","runs","5"
"2016-07-12","Ireland","Afghanistan","Ireland","field","Civil Service Cricket Club, Stormont","250","49.2","10","211","48.2","10","Afghanistan","runs","39"
"2006-08-06","Zimbabwe","Bangladesh","Zimbabwe","bat","Harare Sports Club","197","49.3","10","201","44.5","2","Bangladesh","wickets","8"
"2007-10-08","India","Australia","India","bat","Sector 16 Stadium","291","49.6","4","283","49.6","7","India","runs","8"
"2006-01-24","South Africa","Sri Lanka","South Africa","bat","Adelaide Oval","263","49.6","5","254","49.6","8","South Africa","runs","9"
"2014-07-12","Sri Lanka","South Africa","South Africa","bat","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa","339","49.6","5","257","44.3","10","South Africa","runs","82"
"2010-03-13","New Zealand","Australia","Australia","field","Westpac Stadium","241","49.6","8","190","46.1","10","New Zealand","runs","51"
"2011-10-20","India","England","England","bat","Punjab Cricket Association Stadium, Mohali","298","49.6","4","300","49.2","5","India","wickets","5"
"2010-05-28","West Indies","South Africa","South Africa","bat","Windsor Park, Roseau","224","47.2","10","157","37.6","10","South Africa","runs","67"
"2014-10-17","India","West Indies","West Indies","field","Himachal Pradesh Cricket Association Stadium","330","49.6","5","271","48.1","10","India","runs","59"
"2012-03-13","India","Sri Lanka","Sri Lanka","field","Shere Bangla National Stadium","304","49.7","3","254","45.1","10","India","runs","50"
"2016-06-03","West Indies","South Africa","South Africa","bat","Providence Stadium","188","46.6","10","191","48.1","6","West Indies","wickets","4"
"2008-11-22","Zimbabwe","Sri Lanka","Zimbabwe","bat","Harare Sports Club","67","30.6","10","68","17.4","1","Sri Lanka","wickets","9"
"2014-05-28","England","Sri Lanka","England","field","Old Trafford","67","23.6","10","73","12.1","0","England","wickets","10"
"2009-10-31","India","Australia","Australia","bat","Feroz Shah Kotla","229","49.7","5","230","48.2","4","India","wickets","6"
"2010-12-12","Bangladesh","Zimbabwe","Zimbabwe","bat","Zahur Ahmed Chowdhury Stadium","188","49.6","6","189","42.6","4","Bangladesh","wickets","6"
"2015-01-25","New Zealand","Sri Lanka","New Zealand","bat","University Oval","315","49.6","7","195","40.4","10","New Zealand","runs","120"
"2014-08-23","Sri Lanka","Pakistan","Pakistan","field","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa","275","44.6","7","277","44.5","6","Pakistan","wickets","4"
"2013-10-16","India","Australia","Australia","bat","Sawai Mansingh Stadium","359","49.6","5","362","43.3","1","India","wickets","9"
"2008-06-21","England","New Zealand","England","field","County Ground","182","49.6","10","160","46.2","10","New Zealand","runs","22"
"2009-11-08","India","Australia","India","bat","Nehru Stadium","170","47.6","10","172","41.5","4","Australia","wickets","6"
"2014-08-29","Zimbabwe","South Africa","Zimbabwe","field","Harare Sports Club","231","49.5","10","170","38.3","10","South Africa","runs","61"
"2013-09-24","South Africa","Bangladesh","South Africa","field","SuperSport Park","177","48.3","10","178","37.6","2","South Africa","wickets","8"
"2014-06-15","Bangladesh","India","Bangladesh","bat","Shere Bangla National Stadium","272","49.6","10","153","24.5","3","India","wickets","7"
"2006-02-22","Bangladesh","Sri Lanka","Bangladesh","field","Shaheed Chandu Stadium","212","48.6","10","213","46.6","6","Bangladesh","wickets","4"
"2013-11-24","South Africa","Pakistan","Pakistan","bat","Newlands","218","49.6","10","195","48.1","10","Pakistan","runs","23"
"2011-10-14","India","England","India","bat","Rajiv Gandhi International Stadium, Uppal","300","49.7","7","174","36.1","10","India","runs","126"
"2014-10-21","New Zealand","South Africa","South Africa","field","Bay Oval","230","45.1","10","236","48.1","4","South Africa","wickets","6"
"2013-02-01","England","Sri Lanka","Sri Lanka","field","Brabourne Stadium","238","49.6","8","244","49.6","10","Sri Lanka","wickets","1"
"2013-02-10","Australia","Sri Lanka","Australia","field","Brabourne Stadium","131","45.2","10","132","22.2","1","Australia","wickets","9"
"2014-11-21","Bangladesh","Zimbabwe","Zimbabwe","field","Zahur Ahmed Chowdhury Stadium","281","49.6","7","194","42.1","10","Bangladesh","runs","87"
"2014-11-13","Australia","West Indies","Australia","bat","Hurstville Oval","256","49.6","10","203","49.6","8","Australia","runs","53"
"2009-08-14","Zimbabwe","Bangladesh","Bangladesh","field","Queens Sports Club","323","49.6","7","254","44.2","10","Zimbabwe","runs","69"
"2011-01-23","South Africa","India","India","field","SuperSport Park","250","45.6","10","234","40.2","10","South Africa","runs","33"
"2006-11-01","Australia","New Zealand","New Zealand","field","Punjab Cricket Association Stadium, Mohali","240","49.6","10","206","45.6","10","Australia","runs","34"
"2007-04-03","Ireland","South Africa","South Africa","field","Providence Stadium","152","34.6","8","165","31.4","3","South Africa","wickets","7"
"2009-09-09","England","Australia","England","bat","The Rose Bowl","228","49.6","8","230","48.3","4","Australia","wickets","6"
"2007-10-04","Sri Lanka","England","England","bat","Rangiri Dambulla International Stadium","234","49.6","8","169","44.3","10","England","runs","65"
"2012-07-24","Sri Lanka","India","India","bat","Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa","138","33.3","10","139","19.5","1","Sri Lanka","wickets","9"
"2014-09-04","Zimbabwe","South Africa","Zimbabwe","field","Harare Sports Club","271","49.8","6","208","47.2","10","South Africa","runs","63"
"2014-11-28","Bangladesh","Zimbabwe","Bangladesh","bat","Shere Bangla National Stadium","256","49.6","8","235","49.6","8","Bangladesh","runs","21"
"2015-01-12","Ireland","Scotland","Ireland","field","Dubai International Cricket Stadium","216","49.6","10","220","46.3","7","Ireland","wickets","3"
"2014-01-19","Australia","England","England","bat","Sydney Cricket Ground","243","49.6","10","244","39.6","3","Australia","wickets","7"
"2014-11-16","India","Sri Lanka","Sri Lanka","bat","JSCA International Stadium Complex","286","49.8","7","288","48.4","7","India","wickets","3"
"2010-06-05","India","Sri Lanka","Sri Lanka","field","Harare Sports Club","268","49.6","10","270","48.2","4","Sri Lanka","wickets","6"
